clustering_company_id,hierarchy,salary,age,expected_leave_days,clustering_yearly_abscence_cost,position,Cluster,PCA1,PCA2
5,5,3533,61,20.2,3293.84,7,2,-1.6423559759414754,0.6492948017596909
5,7,1984,35,20.5,1877.17,13,0,1.044929724048195,0.690715410449122
5,6,2397,65,20.2,2234.74,11,3,-0.29191360993543963,1.4380096546989045
5,7,1817,31,20.5,1719.16,14,0,1.3312874907691115,0.6359071216391882
1,5,4201,29,8.5,1648.08,8,2,-0.9288240257666448,-1.528486188241442
5,4,4115,28,21.5,4083.35,8,2,-1.6011063178476612,-0.6685331875803034
6,7,2202,31,7.8,792.72,12,0,1.4640194646069757,-0.4428888449410125
2,4,4465,27,25.2,5193.14,8,2,-2.2219011972900895,-0.4416229827253613
5,6,2745,25,21.5,2723.88,12,0,0.3442167488375453,0.04609172122112922
6,7,2214,60,40.8,4169.13,13,3,-0.2125590818634944,3.0963550751126547
1,7,2187,63,40.2,4057.73,11,3,-0.9453840939281895,2.914079555098946
1,5,3240,28,8.5,1271.08,7,2,-0.7173419524159345,-1.5769229846077033
5,7,2176,28,21.5,2159.26,14,0,1.184276369440601,0.5788932234498986
2,7,2339,31,15.0,1619.31,13,0,0.9157971760628986,0.10310671037992508
4,2,9613,43,16.4,7276.3,3,1,-5.356296373876327,-1.6685527326542988
5,7,2153,54,7.5,745.27,13,0,1.138563910088917,0.5355117116993673
6,6,2523,34,7.8,908.28,13,0,1.0900103488178765,-0.46366000212944347
7,3,5191,29,3.4,814.59,1,2,-2.1076648577148043,-3.1041723223061153
5,5,4448,61,20.2,4146.9,7,2,-2.050412176641638,0.626934385950763
6,6,2777,29,3.4,435.78,13,0,1.2856204851795914,-1.0067359085347796
1,4,4153,62,40.2,7705.41,7,3,-3.7516184518553,2.0428783921719096
6,6,2635,62,40.8,4961.91,13,3,-0.8600444762692094,3.0095700520270294
5,7,2315,49,5.9,630.39,14,0,1.3770753221440908,0.30897039245386165
4,5,3645,42,16.4,2758.98,10,2,-0.8265806471823469,-0.11364582114873154
6,2,10066,38,7.8,3623.76,5,1,-4.094806886106324,-2.664520953538158
6,7,1960,27,3.4,307.57,13,0,1.9222988603592353,-0.7775435611265017
1,5,3476,36,17.7,2839.62,9,2,-1.1192189591345167,-0.3759598002781232
6,7,1850,27,3.4,290.31,14,0,2.096592546621827,-0.6647814318587854
2,6,2668,60,13.0,1600.8,13,3,0.004972618594520069,0.8769679061328057
6,7,2099,27,3.4,329.38,14,0,2.0205496920125046,-0.6956561600947712
1,2,9563,63,40.2,17743.04,2,1,-8.494371631810333,1.6821759088802988
1,5,3241,29,8.5,1271.47,10,2,-0.31327877893889505,-1.2402202012598953
5,6,2461,43,5.9,670.15,12,0,0.802386498650742,-0.3485349945574232
6,6,2603,49,5.0,600.69,11,0,0.6353052793743972,-0.27973327837533385
7,6,3099,48,5.0,715.15,11,0,0.582589561347642,-0.36436036097898145
6,7,1950,29,3.4,306.0,11,0,1.6085711785705865,-0.8956917238458524
7,6,2513,51,34.0,3943.48,11,3,-0.4987830149431766,1.8917488998592598
1,7,2141,41,26.6,2628.49,11,3,-0.0004690176087194551,1.1012045427645567
5,6,3139,38,20.5,2969.98,13,0,0.12208263374281679,0.5760819264557393
7,7,2372,29,3.4,372.22,14,0,1.9895057167600172,-0.639049293588152
6,5,3615,27,3.4,567.28,6,2,-0.2716113773041465,-2.090106641187812
5,5,3043,36,20.5,2879.15,6,2,-1.1361745184494894,-0.4012071284081363
5,6,3398,26,21.5,3371.86,14,0,0.3096096621521787,0.27283915098265377
7,6,2745,63,40.8,5169.05,14,3,-0.7173406486297085,3.1704612054533663
5,4,3687,47,5.9,1004.0,6,2,-1.2162152985662738,-1.3329047865183712
1,2,11055,38,17.7,9031.08,3,1,-6.2755880222379155,-1.8095752991231944
6,7,2324,26,3.4,364.69,12,0,1.688124825747692,-0.9612284070123789
1,6,2641,30,17.7,2157.49,12,0,0.11572640091660882,-0.07564020127198176
6,6,2463,30,7.8,886.68,12,0,1.0406044326056065,-0.7146224438279569
2,4,4094,30,15.0,2834.31,7,2,-1.6723875062837426,-1.2482700776071072
6,6,2689,30,7.8,968.04,12,0,0.9632647222171244,-0.736752103146369
2,6,2673,32,15.0,1850.54,13,0,0.4118987055671454,-0.08266697221538982
5,7,2115,55,12.5,1220.19,14,0,1.0816324494474043,1.0230790635158198
1,7,2349,26,8.5,921.53,14,0,1.3166481217730555,-0.4648761034350688
5,7,1948,42,5.9,530.46,14,0,1.620664382245468,0.07303863801904167
5,6,2778,34,20.5,2628.42,12,0,0.21404270599701378,0.32742467432304023
5,6,2677,34,20.5,2532.85,12,0,0.2593400635651475,0.3297122095258678
5,6,3399,31,20.5,3215.98,11,0,-0.15208810325726527,0.09594399546182086
1,6,2968,51,18.0,2465.72,11,3,-0.5491759403449907,0.6626348483575303
1,7,2380,28,8.5,933.69,14,0,1.2704773671259826,-0.3889257622849185
5,6,2449,25,21.5,2430.16,13,0,0.6201414423074464,0.15016800221470875
4,6,2521,29,2.1,244.34,14,0,1.3836409600348543,-0.9919579432942033
4,7,2281,30,8.0,842.22,11,0,1.1305621736658171,-0.5983684142521128
6,7,2316,61,40.8,4361.21,14,3,-0.15261948138249742,3.244866227788612
5,6,3144,28,21.5,3119.82,12,0,0.10886428449324347,0.15770230701395882
5,7,2159,26,21.5,2142.39,13,0,1.0867232939657252,0.40119745542400054
7,6,2620,60,40.8,4933.66,12,3,-0.8683783962924345,2.8417243670881076
4,6,2790,55,29.6,3811.57,13,3,-0.5122306899114102,1.907393163508003
1,7,1814,32,17.7,1481.9,11,0,0.6429451558786007,0.14330484736407423
6,7,1980,35,7.8,712.8,13,0,1.6099289132508914,-0.16431328851775473
4,7,2009,28,2.1,194.72,12,0,1.6225116138787834,-0.9554547604547241
5,6,2573,27,21.5,2553.21,11,0,0.24671072920433812,0.028705524607535497
5,5,3311,47,5.9,901.61,7,2,-0.6010321500120447,-0.9859833404120804
4,7,2278,38,8.0,841.11,14,0,1.4121718391863671,0.014719347136240487
1,4,4344,29,8.5,1704.18,6,2,-1.611787013271918,-1.9468888865495553
6,7,2033,54,34.0,3190.25,13,3,0.2631109159955235,2.3759057663482785
6,6,2511,27,3.4,394.03,13,0,1.402238222215692,-1.0526123114744406
5,3,5378,37,20.5,5088.42,1,2,-3.608129673419029,-1.3237982152744352
6,6,2622,29,3.4,411.45,11,0,1.0515572314038422,-1.1857633199196878
7,7,2228,66,40.8,4195.5,12,3,-0.38035009886912996,3.246771956531862
6,7,2307,41,5.0,532.38,11,0,1.2229776038684361,-0.35451984762649774
5,6,2590,46,5.9,705.28,11,0,0.5665198155604877,-0.34345523941402667
7,3,5954,27,3.4,934.32,4,2,-1.883199220273294,-2.9802685036142007
6,3,4537,40,5.0,1047.0,3,2,-2.0029762624762655,-2.2692824161202645
1,3,5379,34,17.7,4394.23,3,2,-3.4404800932475403,-1.5377458859685256
6,6,2671,44,5.0,616.38,12,0,0.8427811766586586,-0.3855412162925951
5,6,3236,26,21.5,3211.11,12,0,0.10221628869996983,0.07730508023682954
7,6,2538,30,7.8,913.68,12,0,1.102648597858617,-0.7103668569674292
6,7,1857,30,7.8,668.52,12,0,1.5997727582144627,-0.4485355580776775
5,7,2031,32,20.5,1921.64,14,0,1.2176231423793555,0.6704870732098112
2,7,1923,29,25.2,2236.6,11,0,0.46016900807556155,0.5416483520653064
1,2,11813,41,26.6,14502.73,1,1,-7.9977042143737735,-0.7933020061775543
6,7,2108,27,3.4,330.79,13,0,1.8771011200564145,-0.795895104291278
5,7,2339,30,20.5,2213.05,11,0,0.6927739184144616,0.287281653347952
5,4,3800,42,5.9,1034.77,7,2,-1.023935859085278,-1.443262874936587
7,7,2056,29,3.4,322.63,12,0,1.804610348565396,-0.7981132539877315
2,5,4101,28,25.2,4769.78,9,2,-1.5695440171841193,-0.09821345904522549
7,7,2377,65,40.8,4476.07,12,3,-0.4547886756537962,3.221890011886914
5,7,1907,61,20.2,1777.91,12,3,0.48985896771802373,1.59813999369548
6,6,2677,48,5.0,617.77,13,0,0.910806084109598,-0.1293900210353568
6,7,1983,59,32.2,2947.04,13,3,0.27016954044872205,2.4473074101778054
5,6,2500,28,21.5,2480.77,11,0,0.2623699118828364,0.06935560212740323
4,7,1955,43,16.4,1479.78,13,0,0.981351423481519,0.716002639401732
5,6,2501,25,21.5,2481.76,11,0,0.3149848737520423,-0.048947573446036015
7,6,2552,45,5.0,588.92,11,0,0.8100352047977019,-0.4200086545359724
1,2,10421,63,40.2,19334.96,3,1,-8.879887508744963,1.8620201786027377
2,1,9915,51,11.7,5354.1,4,1,-5.521389024098542,-2.0398863781601757
5,5,4418,38,20.5,4180.11,9,2,-1.3661049415263191,-0.05613873792990789
6,7,1910,52,34.0,2997.23,13,3,0.36754851479184375,2.2899948809119373
5,6,2539,56,12.5,1464.81,13,0,0.4096808273152042,0.7269291839531865
6,6,2585,63,40.8,4867.75,13,3,-0.8468175226571584,3.0441161459001793
6,2,8279,37,7.8,2980.44,2,1,-3.8876864594760225,-2.8263368251124095
6,6,2569,27,3.4,403.14,13,0,1.384523732387075,-1.059802813793009
6,2,11271,47,5.0,2601.0,5,1,-4.343882955565682,-2.772904033602215
5,5,3992,25,21.5,3961.29,10,2,-0.8586531714167196,-0.3797683904134617
1,4,3813,65,40.2,7074.58,10,3,-3.1740647470923107,2.426545207890112
5,2,10394,40,5.9,2830.37,5,1,-4.125244915447486,-2.853781860542468
6,7,2099,27,3.4,329.38,12,0,1.7391488356200706,-0.8939015835285313
6,6,2698,47,5.0,622.62,12,0,0.7811009732773497,-0.2703456941890667
6,6,2506,63,40.8,4718.99,13,3,-0.7979703274546159,3.0364032476700484
6,7,2210,29,3.4,346.8,14,0,1.9512695575930887,-0.630561745106258
5,5,3543,27,21.5,3515.75,9,2,-0.8296142002683004,-0.3925194518140846
1,4,3658,32,17.7,2988.3,8,2,-1.6183042300990291,-0.8466893388971639
6,6,2785,25,3.4,437.03,14,0,1.4946405687235405,-1.0663206922239414
1,4,3768,55,11.7,2034.72,9,2,-1.6168344445294915,-0.3180700534239923
6,7,2252,35,7.8,810.72,13,0,1.516847491898382,-0.19094721477708254
6,5,3383,40,5.0,780.69,6,2,-0.5094219828406739,-1.426272255342292
7,4,4030,37,7.8,1450.8,7,2,-0.9388425341969742,-1.4895704577293185
5,6,2776,58,12.5,1601.54,13,0,0.2838758791842987,0.7891806349619335
4,4,4516,48,16.4,3418.26,10,2,-1.645252415464998,-0.12472018864012768
5,7,1983,25,21.5,1967.75,13,0,1.1848165885866153,0.3647146609679898
6,6,2832,33,7.8,1019.52,11,0,0.7205567214574107,-0.7315910643381054
2,6,2601,61,13.0,1560.6,14,3,0.15382583340241213,1.0200153040670337
6,6,2670,31,7.8,961.2,14,0,1.2334771282826353,-0.49721750643478446
6,7,1894,31,7.8,681.84,12,0,1.5694204858443759,-0.41272984020618536
5,6,2544,50,7.5,880.62,13,0,0.7247135838208953,0.13206790019962417
6,7,2055,32,7.8,739.8,14,0,1.7780348924854321,-0.19082063587209722
1,3,5639,65,40.2,10462.51,2,1,-5.771352387643983,1.5986071868169998
5,6,2530,27,21.5,2510.54,14,0,0.6884562998412506,0.3267931099497163
7,7,1841,30,7.8,662.76,14,0,1.9743589906800483,-0.23712393274809976
6,7,2018,61,40.8,3800.05,14,3,0.03164222069234326,3.2157701187913252
2,6,2447,57,10.2,1151.97,12,0,0.11836256017180274,0.4755524131360551
6,6,2537,30,7.8,913.32,13,0,1.1559812388162143,-0.6227457267551586
6,7,1873,59,32.2,2783.57,14,3,0.47096927898531304,2.541296905636489
6,5,3556,32,7.8,1280.16,9,2,-0.1427029099004066,-1.2469065126075927
2,6,2626,55,10.2,1236.24,12,0,0.08889276254913658,0.3817135821845423
6,2,9918,42,5.0,2288.77,1,1,-4.386918860082381,-3.21160439028925
5,6,2788,38,20.5,2637.88,14,0,0.42019726077467523,0.6831581647999456
7,6,3137,42,5.0,723.92,11,0,0.6766184293672979,-0.6052839877876102
5,7,2263,62,20.2,2109.81,14,3,0.5948066834523369,1.8271142214509883
5,5,3720,33,20.5,3519.69,10,2,-0.823916866064477,-0.13834377999845873
6,6,2592,62,40.8,4880.94,12,3,-0.9741573053599584,2.906249261776664
6,2,9502,44,5.0,2192.77,2,1,-4.1489855522853505,-2.985987492508121
6,6,2655,29,3.4,416.63,12,0,1.1821793196050523,-1.0907321766780467
6,7,2314,27,3.4,363.12,13,0,1.8141888899249765,-0.8214371497746225
5,7,2263,45,5.9,616.23,11,0,1.0427041894609115,-0.14043534222395376
6,6,2501,37,7.8,900.36,11,0,0.763066752667696,-0.5414650653586882
7,6,2716,48,5.0,626.77,13,0,0.9860835384853145,-0.12225646652894145
6,7,1809,39,7.8,651.24,11,0,1.3162843108025606,-0.1880997284187611
4,7,1829,38,8.0,675.32,14,0,1.5665769699604104,0.058152069959057175
5,2,8040,56,12.5,4638.46,5,1,-4.221908096921263,-1.2784838670306387
6,7,2118,39,7.8,762.48,12,0,1.3512415066534635,-0.11923394028324982
7,7,2095,28,3.4,328.75,12,0,1.810390374107756,-0.8423776926429214
7,6,2765,27,3.4,433.89,14,0,1.5530778390322089,-0.9733841008310374
7,6,2554,26,3.4,400.78,11,0,1.2131053881937168,-1.2840183485531653
5,6,2703,40,5.9,736.05,13,0,0.9171901446149825,-0.3941193313088954
5,7,1973,35,20.5,1866.76,12,0,0.9091629227183747,0.5918416582563041
5,7,2108,62,20.2,1965.3,14,3,0.6639314234897807,1.8309017216937424
4,7,2135,28,2.1,206.93,12,0,1.585402696470866,-0.9720488295637388
5,7,2282,62,20.2,2127.53,12,3,0.30493140749616504,1.6284052775968605
6,7,2052,46,5.0,473.54,12,0,1.356514320140984,-0.02905235468018138
5,3,4103,38,20.5,3882.07,4,2,-2.6319144392286526,-0.958110843230595
5,5,3824,57,12.5,2206.15,10,2,-0.8721726774354448,0.17220480538171315
6,6,2414,52,34.0,3788.12,14,3,-0.12649954524583712,2.2112687655565098
5,3,4572,41,5.9,1244.99,2,2,-2.313449741267139,-2.2693389048884733
2,7,1816,34,15.0,1257.23,14,0,1.2139104052669496,0.34941207239755206
6,6,2472,27,3.4,387.91,11,0,1.1327478016581802,-1.2460220114465441
1,5,4406,41,26.6,5409.21,6,2,-2.5389441486752795,0.2226459402181598
6,7,1910,58,32.2,2838.55,13,3,0.3277450619578237,2.404471417348801
6,7,2375,53,34.0,3726.92,14,3,0.22949414152397482,2.4552092720341276
6,6,2775,31,7.8,999.0,14,0,1.1975449619517033,-0.5074989853216573
5,6,2663,30,20.5,2519.61,14,0,0.6177802788644225,0.3705607969889011
2,4,3608,26,25.2,4196.38,8,2,-1.7861664749558381,-0.4855018252763448
6,6,2474,26,3.4,388.23,13,0,1.4312272122309433,-1.08745249890175
6,7,2141,27,3.4,335.97,12,0,1.7263223518651905,-0.8991093844833972
5,6,3069,58,12.5,1770.58,13,3,0.17208538806648943,0.7686511994986674
6,6,2675,35,7.8,963.0,11,0,0.7389029426452874,-0.6373603750440008
1,3,5917,32,17.7,4833.73,5,2,-3.3523719950072306,-1.4394761720169622
2,6,2783,52,11.7,1502.82,11,0,-0.12185519382136328,0.2606704835742279
5,6,2507,32,20.5,2372.01,14,0,0.6523612222590323,0.45295312809922333
1,3,4323,60,40.2,8020.83,2,1,-4.87579087288584,1.277653712935949
7,5,3735,47,5.0,861.92,10,0,-0.09495504081437796,-0.7824890245688173
5,6,2542,28,21.5,2522.45,12,0,0.3838824762934325,0.16777589364558312
5,7,2305,27,21.5,2287.27,13,0,1.002333544476882,0.43818344596486414
5,5,3906,48,5.9,1063.63,8,2,-0.6721782081895824,-0.912393278600522
6,7,2218,30,7.8,798.48,11,0,1.3355341200614226,-0.583006973396092
2,2,8111,62,13.0,4866.6,4,1,-4.80334034379212,-1.1285186455673286
7,6,2647,42,5.0,610.85,11,0,0.8328209318817196,-0.5491724972601183
7,6,2831,40,5.0,653.31,14,0,1.231647313240898,-0.3517320934999226
6,7,1904,61,40.8,3585.38,14,3,0.10213124381232472,3.204639642426938
5,5,3609,32,20.5,3414.67,8,2,-1.0378472602813233,-0.3735023057418787
6,6,2583,35,7.8,929.88,13,0,1.0517872209657761,-0.4301064177284092
6,2,10672,47,5.0,2462.77,1,1,-4.715733683737915,-3.1008024339864795
5,6,2764,54,7.5,956.77,11,0,0.29781736519724833,0.06960358653291401
6,6,2548,59,32.2,3786.72,13,3,-0.3903177702588958,2.2669303714740927
6,7,2277,36,7.8,819.72,13,0,1.490601752823259,-0.1539664707470907
4,7,2176,37,8.0,803.45,14,0,1.4649382438651946,-0.01484233701556739
5,5,3020,27,21.5,2996.77,9,2,-0.590685998975207,-0.38376812351577727
6,6,2787,36,7.8,1003.32,14,0,1.1049861217703287,-0.3115304355124918
6,7,2204,65,40.8,4150.3,13,3,-0.29482826832713305,3.292522383606255
5,6,2544,26,21.5,2524.43,11,0,0.2776501263264987,-0.010238308444043403
7,7,1813,27,3.4,284.5,12,0,1.9142020300893676,-0.8468401111252296
5,5,3692,61,20.2,3442.08,6,2,-1.8539651370898453,0.5462869389773447
3,6,2548,29,2.0,235.2,12,0,1.0107968556022646,-1.2125194299238835
5,3,4393,28,21.5,4359.21,2,2,-2.924098694282422,-1.474669687833437
6,7,2058,64,40.8,3875.37,13,3,-0.18686207332680935,3.2388386225513037
1,5,4448,37,17.7,3633.67,10,2,-1.4093534275391555,-0.27556141824677727
6,7,1909,25,3.4,299.57,11,0,1.6918535542361188,-1.0483223815128355
1,7,2002,56,11.7,1081.08,12,0,0.5049140633962791,0.7710814696832018
6,7,2328,58,32.2,3459.77,12,3,-0.04133890930841882,2.3248592928432688
6,7,1819,59,32.2,2703.31,13,3,0.35977415923625766,2.4396528273755194
1,6,2689,30,17.7,2196.71,14,0,0.37672367534393714,0.12072210395668434
5,7,1812,33,20.5,1714.43,14,0,1.298148796067369,0.7148779488917478
7,7,1950,28,3.4,306.0,11,0,1.713971638294402,-0.9235209386882341
5,6,2766,49,5.9,753.2,12,0,0.5967187843606028,-0.14526251799859238
1,2,8523,39,17.7,6962.64,4,1,-5.076364341091746,-1.5716361029666266
6,7,2064,25,3.4,323.89,11,0,1.644517764494906,-1.0675416775117463
7,4,4200,34,7.8,1512.0,7,2,-0.943947038410446,-1.6245028072219976
6,6,2469,31,7.8,888.84,14,0,1.3022615609732764,-0.4775358182799134
7,6,2537,38,7.8,913.32,14,0,1.242867974340707,-0.1965937931388629
6,4,4433,61,40.8,8347.68,9,3,-3.2204822232240518,2.3357047140315625
5,7,1814,32,20.5,1716.32,11,0,0.8928414442099658,0.37803548301136525
1,5,3657,30,17.7,2987.49,10,2,-0.9493102662346917,-0.5205131400105304
6,6,2588,37,7.8,931.68,12,0,0.8739948144754265,-0.45086129329093133
7,7,2277,52,34.0,3573.14,14,3,0.38991386416481444,2.4217612959566
5,6,2548,37,20.5,2410.8,13,0,0.40482149199307643,0.5500446516329853
1,4,3959,52,18.0,3289.02,9,2,-1.9755531467474512,0.05318583974352751
5,7,2113,28,21.5,2096.75,14,0,1.2130563522435607,0.5799481376980076
2,1,9108,37,15.0,6305.54,4,1,-5.291593196477012,-2.1669160223615296
5,6,2993,35,20.5,2831.84,11,0,-0.04076942847424031,0.262858464433649
2,7,1939,32,15.0,1342.38,14,0,1.1997901396946633,0.26375812777598845
6,7,2357,27,3.4,369.87,11,0,1.519655596179186,-1.0250139720109652
6,2,10458,39,7.8,3764.88,4,1,-4.387344529981969,-2.7625991379058314
6,7,1929,28,3.4,302.7,12,0,1.7733762164592617,-0.8333944688201017
6,6,2381,27,3.4,373.63,11,0,1.1605388186063323,-1.234738656702678
5,7,2265,65,20.2,2111.68,11,3,0.11874111183674875,1.6479840484446204
6,6,2550,58,32.2,3789.69,12,3,-0.5144200562748253,2.1284719956338156
6,6,2582,29,3.4,405.18,11,0,1.063771807961769,-1.1808027146602553
4,7,1917,27,2.1,185.8,12,0,1.66729833854223,-0.9827677826242425
1,4,4189,57,11.7,2262.06,6,2,-2.2321254986300687,-0.5680748190363668
5,7,2360,28,21.5,2341.85,13,0,0.9595162912732362,0.47669220290295083
6,6,2434,30,7.8,876.24,12,0,1.0505285547351022,-0.7117827972782492
5,6,2570,51,7.5,889.62,12,0,0.5574904689586285,0.06978179146407912
6,7,1827,33,7.8,657.72,11,0,1.4162672791238085,-0.4264345588177091
5,6,2595,29,21.5,2575.04,12,0,0.3419798804905397,0.20631742661929145
7,1,10059,46,5.0,2321.31,4,1,-4.344606523975619,-2.9678158731287896
6,4,4267,50,34.0,6695.91,10,3,-2.397827126520625,1.428676709783094
6,7,2007,31,7.8,722.52,14,0,1.8121514870425688,-0.22554924643163124
5,7,1816,63,20.2,1693.07,14,3,0.7764615676334577,1.8774666506456088
5,7,2334,48,5.9,635.57,14,0,1.3885647097993417,0.2674680834662843
5,6,2535,28,21.5,2515.5,12,0,0.38708105788285985,0.16789253569534696
4,7,2062,62,26.2,2493.43,12,3,0.08657474083077644,2.034569991240105
5,4,3942,25,21.5,3911.68,8,2,-1.4690013672601283,-0.7839245024019007
2,4,3536,39,15.0,2448.0,8,2,-1.4663312823926393,-0.7634584987176544
5,6,2590,45,5.9,705.28,13,0,0.8656111333302038,-0.18463853117379947
7,6,2628,36,7.8,946.08,13,0,1.1064072580789135,-0.383484550278099
6,7,1983,29,3.4,311.18,12,0,1.7391932667717966,-0.8006605806042113
6,7,1823,56,32.2,2709.26,11,3,0.12925823570620884,2.1233086444514915
5,2,11970,42,5.9,3259.52,4,1,-4.815595220573646,-3.0461127177839478
1,1,11970,47,26.6,14695.48,4,1,-8.111958038757535,-0.4639916518683989
2,7,1836,27,25.2,2135.41,13,0,0.8193897145329007,0.6605843257006139
6,7,2381,26,3.4,373.63,11,0,1.5300176741968063,-1.0674193071501694
6,7,2229,26,3.4,349.78,11,0,1.5764374160180616,-1.0485720886444676
4,6,2805,63,26.2,3391.89,14,3,-0.3701549280702337,2.0737570429481327
5,6,2508,57,12.5,1446.92,13,0,0.4038189754758035,0.7685292849999696
1,7,1800,43,26.6,2209.85,12,3,0.27518383509274363,1.2745854972008097
6,6,2652,25,3.4,416.16,14,0,1.5352580694265727,-1.0498295365252097
6,6,3024,36,7.8,1088.64,11,0,0.6017808046061457,-0.6321053372935024
6,7,2230,46,5.0,514.62,12,0,1.2997703565176242,-0.04943499449972715
6,6,2776,26,3.4,435.62,12,0,1.1982973947136975,-1.224021167984542
5,3,4139,25,21.5,4107.16,4,2,-2.4735882393946067,-1.3904605448523355
1,2,9184,48,26.6,11275.13,2,1,-6.667618111975793,-0.4536391921505366
6,6,2642,62,40.8,4975.09,13,3,-0.8643724792776029,3.010253310863869
5,6,2533,31,20.5,2396.61,14,0,0.6583913726114521,0.41293526278514764
1,5,3953,32,17.7,3229.3,10,2,-1.1105048176885384,-0.4532742636551523
1,4,4083,61,40.2,7575.54,6,3,-3.8316982735563685,1.89774217925444
6,7,1939,54,34.0,3042.74,13,3,0.3158857156279867,2.3705154776053434
6,7,2122,30,7.8,763.92,12,0,1.5090868146173488,-0.4744840524112138
5,6,2733,27,21.5,2711.98,13,0,0.4550169471818281,0.2242736553390401
5,1,11903,36,20.5,11262.07,1,1,-7.220304896947823,-1.9245775744231903
5,4,3828,30,20.5,3621.88,8,2,-1.4524708468052463,-0.6640699613633901
5,6,2497,41,5.9,679.95,13,0,0.9667211183657386,-0.33220051992167454
6,7,2161,29,3.4,339.11,14,0,1.966234090786361,-0.6244861913172576
1,7,1855,27,8.5,727.73,12,0,1.1895024405657577,-0.577370085777493
6,7,1923,61,40.8,3621.16,12,3,-0.191018085246018,3.008249512378919
6,7,1887,51,34.0,2961.14,12,3,0.2574510101421527,2.150124922358589
6,3,4663,62,40.8,8780.79,4,1,-4.435678615270317,1.6952285256982633
2,6,3062,53,11.7,1653.48,13,0,0.03727404146622536,0.47747326121146116
5,7,2284,27,21.5,2266.43,11,0,0.7305266199772584,0.24028923263045399
6,7,1840,25,3.4,288.74,11,0,1.7129262821460902,-1.0397671670691484
2,7,2024,27,25.2,2354.07,12,0,0.5869828041748457,0.5624379488209625
6,4,4527,65,40.8,8524.69,9,3,-3.3493668510076176,2.502597516221952
6,7,2283,28,3.4,358.26,12,0,1.6652644331495314,-0.8772867735181638
2,7,1912,28,25.2,2223.8,11,0,0.48322637355701403,0.5021617323317934
6,6,2721,31,7.8,979.56,13,0,1.0753239335828229,-0.6013340793252886
5,6,2410,30,20.5,2280.23,12,0,0.4498437760217558,0.17804786235886508
6,6,2510,37,7.8,903.6,14,0,1.1820881372851242,-0.24497819982692273
5,6,2657,29,21.5,2636.56,11,0,0.17295589175400372,0.10615683064714242
6,6,2523,31,7.8,908.28,13,0,1.1430817329497232,-0.5819461477100426
5,6,2743,48,5.9,746.94,14,0,0.9033147567670178,0.016065681623960798
2,6,2770,30,15.0,1917.69,12,0,0.26754182501207974,-0.2660070713945136
4,6,2719,57,29.6,3714.57,12,3,-0.6510638698293877,1.8849075810629117
5,7,1990,39,20.5,1882.85,12,0,0.8307760515292743,0.7491719968478054
6,7,2160,36,7.8,777.6,13,0,1.5306404524491546,-0.14250996570171803
1,6,3000,27,8.5,1176.92,14,0,0.7205773578134912,-0.6932404751126311
2,5,3734,44,6.3,1085.73,7,2,-0.9699677233901589,-1.1537946654368376
4,7,2276,27,2.1,220.6,14,0,1.842966203149871,-0.8318008494538002
4,7,1825,63,26.2,2206.85,14,3,0.4678751001680238,2.269610117615298
7,7,2156,32,7.8,776.16,11,0,1.409080284344037,-0.4864790741722927
5,6,2930,42,5.9,797.86,13,0,0.8077367354284867,-0.340045823653761
5,6,2696,36,20.5,2550.83,13,0,0.356138014680794,0.5072622139109739
6,7,2205,56,32.2,3276.97,11,3,-0.07945449744055172,2.1411378926500935
2,7,1874,27,25.2,2179.61,12,0,0.6601523682958624,0.5616593133944665
5,6,2992,62,20.2,2789.46,13,3,-0.22278901418739652,1.5034282862604555
1,3,5514,30,17.7,4504.51,1,2,-3.7084994196095913,-1.8990058104971492
6,6,2753,59,32.2,4091.38,14,3,-0.3616226623282303,2.3756209907063153
5,6,3045,58,12.5,1756.73,12,3,0.04054253458103648,0.6712096021181764
7,6,2682,29,3.4,420.87,13,0,1.402343501992711,-0.9833573780988365
7,3,4759,53,34.0,7467.97,3,1,-3.976102982308729,0.6861665612476247
6,6,2705,34,7.8,973.8,13,0,1.0277279271775945,-0.48148123220002315
5,7,1989,25,21.5,1973.7,11,0,0.9006753857428662,0.16636834152724722
2,4,4204,55,10.2,1979.11,7,2,-1.8898825455186141,-0.6594698826577098
1,6,2686,32,17.7,2194.26,11,0,-0.07948353473589305,-0.09767074542531415
6,6,2739,35,7.8,986.04,14,0,1.1391027163274656,-0.34625904607202584
6,7,1883,55,32.2,2798.43,11,3,0.11416643104534528,2.086680449012456
7,6,2708,27,3.4,424.95,13,0,1.4297841341906605,-1.0654386241270073
5,6,2543,31,20.5,2406.07,14,0,0.6539069165058083,0.41270846905416064
5,5,4106,28,21.5,4074.42,8,2,-1.245206497519761,-0.46163442079881756
7,6,2671,28,3.4,419.14,13,0,1.4233940143268196,-1.0214226651173095
6,6,2598,55,32.2,3861.03,14,3,-0.20617435373125031,2.2106722028705983
4,5,3539,29,2.1,343.01,7,2,-0.2528707213961777,-2.0266318423612755
2,4,3528,64,13.0,2116.8,8,2,-1.8045874588669026,0.06786360001730768
1,3,4746,53,18.0,3942.83,3,2,-3.5257199368000336,-0.7383628466117842
6,6,2673,30,7.8,962.28,12,0,0.9687400999437427,-0.7351854016017026
4,7,2345,25,2.1,227.28,11,0,1.4359254567266333,-1.2171144687095763
6,6,2716,26,3.4,426.2,14,0,1.49802283525623,-1.0183367625867215
